270,264
268,264
270,265
270,264
267,263
265,261
263,259
262,259
259,256
259,253
260,254
263,257
263,257
260,254
256,252
258,254
257,255
258,254
258,253
256,253
258,254
260,255
260,256
256,253
259,255
261,257
261,257
264,260
266,262
268,264
270,264
269,263
269,264
267,266
268,263
269,263
268,263
266,261
266,261
265,261
263,259
262,259
262,256
261,258
260,256
260,254
257,255
258,253
259,254
258,254
260,255
259,257
259,255
256,252
255,252
258,254
260,257
263,259
266,261
268,263
267,263
268,264
269,267
270,265
271,266
270,265
267,264
266,264
268,263
268,264
266,262
266,261
264,259
263,258
262,257
261,257
261,258
261,256
259,255
259,255
258,251
256,252
257,255
257,253
258,254
257,254
258,253
258,252
258,254
260,256
261,257
262,258
263,259
264,260
265,260
265,261
265,261
266,263
268,263
269,265
270,265
271,265
269,265
268,265
267,266
268,263
269,265
266,262
265,260
264,260
264,258
265,259
265,260
268,263
264,260
261,258
259,254
258,253
257,253
255,253
255,253
257,251
255,251
256,249
257,252
256,252
256,253
257,253
258,254
260,256
263,258
265,260
267,262
268,263
269,264
270,265
271,266
272,269
272,269
272,268
272,264
270,266
271,265
269,265
268,263
265,261
265,260
262,257
262,258
262,257
261,257
260,258
260,256
260,255
258,254
257,251
256,250
257,253
255,252
259,253
257,255
257,253
257,253
258,254
260,255
260,256
262,258
263,259
264,260
264,260
265,261
265,261
267,263
267,263
270,264
267,266
269,263
270,264
268,263
268,263
268,262
269,264
267,263
267,261
265,261
264,259
263,258
262,258
263,258
261,257
262,256
262,256
259,254
258,254
258,254
257,250
257,253
256,251
259,253
257,251
257,254
256,254
257,255
258,255
260,257
261,258
262,258
263,259
264,259
264,260
265,261
266,262
268,262
268,262
267,265
268,265
269,266
268,263
269,263
270,263
268,265
268,264
267,263
266,261
265,260
264,260
263,259
263,259
262,258
262,257
261,257
260,255
259,253
258,254
259,253
255,252
257,253
257,252
256,252
258,254
258,256
257,254
258,253
259,255
260,256
262,258
263,259
264,259
264,260
265,261
265,261
266,262
267,263
269,263
269,264
271,264
271,265
269,263
267,263
268,266
268,260
267,264
269,262
267,263
264,260
263,259
262,258
261,257
262,256
261,255
259,256
255,251
250,247
247,243
244,243
241,237
238,236
237,236
238,238
246,244
250,244
248,242
245,243
247,243
250,247
253,250
255,252
257,253
259,255
261,258
263,259
265,261
267,262
269,264
270,264
272,266
273,272
274,268
273,270
274,269
272,268
273,268
271,269
272,267
272,266
271,267
270,265
268,262
267,262
265,261
266,261
266,261
265,260
263,259
262,257
261,257
260,254
259,255
261,257
260,258
259,257
261,255
261,253
259,256
260,256
262,258
262,258
263,259
265,260
265,261
266,262
266,262
267,262
269,264
268,265
268,265
272,266
270,266
268,266
267,264
269,266
270,264
269,265
268,264
267,262
266,261
265,261
264,260
264,259
263,258
262,257
261,257
260,255
258,257
257,254
258,255
258,255
259,254
260,256
259,256
257,254
258,253
259,255
261,256
263,259
263,259
264,260
264,260
264,261
266,262
268,263
271,267
275,271
276,270
274,270
