2019-10-20 01:40:54.160000,518.0596,624.3608,106.3012
2019-10-20 02:14:29.020000,520.9769,627.5548,106.5779
2019-10-20 02:48:03.880000,518.9486,624.1725,105.2239
2019-10-20 03:21:38.730000,520.9434,627.6982,106.7548
2019-10-20 03:55:13.580000,517.0488,621.1609,104.1121
2019-10-20 04:28:48.420000,517.7785,624.4277,106.6492
2019-10-20 05:02:23.260000,516.9505,620.4155,103.465
2019-10-20 05:35:58.110000,518.6697,624.1888,105.5191
2019-10-20 06:09:32.950000,516.4369,619.8865,103.4496
2019-10-20 06:43:07.810000,518.7116,623.604,104.8924
2019-10-20 07:16:42.670000,519.2248,623.1203,103.8955
2019-10-20 07:50:17.540000,519.0233,626.1509,107.1276
2019-10-20 08:23:52.420000,520.5121,628.584,108.0719
2019-10-20 08:57:27.300000,517.8996,625.7889,107.8893
2019-10-20 09:31:02.170000,518.4733,629.8406,111.3673
2019-10-20 10:04:37.030000,516.4369,626.0289,109.592
2019-10-20 10:38:11.900000,515.7892,624.8392,109.05
2019-10-20 11:11:46.750000,509.7299,618.6509,108.921
2019-10-20 11:45:21.620000,515.8079,627.1871,111.3792
2019-10-20 12:18:56.460000,518.2771,628.565,110.2879
2019-10-20 12:52:31.300000,519.4,632.8363,113.4363
2019-10-20 13:26:06.140000,514.258,625.2836,111.0256
2019-10-20 13:59:40.990000,516.8309,630.5133,113.6824
2019-10-20 14:33:15.830000,512.1889,623.3697,111.1808
2019-10-20 15:06:50.680000,514.6454,626.9849,112.3395
2019-10-20 15:40:25.510000,509.8264,618.3115,108.4851
2019-10-20 18:59:11.650000,516.9864,626.0498,109.0634
2019-10-21 17:48:36.450000,515.9138,620.3454,104.4316
2019-10-21 20:27:19.940000,517.5008,616.3,98.7992
2019-10-22 00:01:05.090000,526.2159,630.1784,103.9625
2019-10-22 03:00:14.790000,505.5053,583.3473,77.842
2019-10-22 03:33:49.540000,497.2994,565.4918,68.1924
2019-10-22 04:07:24.260000,498.4305,568.9504,70.5199
2019-10-22 04:40:58.960000,497.6209,565.1508,67.5299
2019-10-22 05:14:33.690000,498.2325,569.7953,71.5628
2019-10-22 05:48:08.420000,495.9417,566.4543,70.5126
2019-10-22 06:21:43.150000,496.0296,570.8458,74.8162
2019-10-22 09:04:10.930000,517.8407,620.4763,102.6356
2019-10-22 09:37:45.810000,529.899,639.4823,109.5833
2019-10-22 10:11:20.590000,524.6536,629.6748,105.0212
2019-10-22 10:44:55.420000,527.4371,633.9742,106.5371
2019-10-22 11:18:30.260000,526.646,631.9526,105.3066
2019-10-22 11:52:05.100000,524.444,632.3634,107.9194
2019-10-22 12:25:39.950000,524.4461,635.2596,110.8135
2019-10-22 18:41:47.810000,509.4113,611.9932,102.5819
2019-10-22 20:07:56.530000,514.9551,615.3709,100.4158
2019-10-22 20:41:31.340000,515.3869,617.5108,102.1239
2019-10-22 21:15:06.150000,519.8495,620.8101,100.9606
2019-10-22 21:48:40.960000,521.8656,622.4857,100.6201
2019-10-22 22:22:15.800000,525.141,629.2607,104.1197
2019-10-22 22:55:50.620000,521.5306,622.2351,100.7045
2019-10-22 23:29:25.450000,521.9064,629.3832,107.4768
2019-10-23 00:03:00.280000,520.9106,625.4367,104.5261
