frecuencia,intensidad
0.029107192835152534,(-1.0264594950925337e+19+1.1927324774276985e+19j)
0.029666946543520853,(-3.582012293712352e+18+2.3321157162067337e+19j)
0.03022670025188917,(2.1517441274226164e+19+3.448889640356519e+18j)
0.030786453960257486,(-7.701176171901491e+18-1.6557612292335047e+19j)
0.03134620766862581,(1.9494506508129337e+19+2.40181413439236e+19j)
0.03190596137699413,(-1.3677013489248674e+19+2.383003632677031e+19j)
0.03246571508536244,(1.1850849589150478e+19+1.3315971402936775e+19j)
0.03302546879373076,(1.7841693809145092e+19+1.576444645352911e+19j)
0.033585222502099076,(1.5558736117644601e+19+3.797578595147588e+19j)
0.034144976210467394,(-7.978296415345109e+19-5.4044296299336e+19j)
0.03470472991883571,(-1.7284785178763962e+19-3.689659838670972e+19j)
0.03526448362720403,(-3.803400630639834e+18-2.7599976345224417e+18j)
0.03582423733557235,(-1.9949987188901482e+19+1.979232479648679e+19j)
0.03638399104394067,(-2.255303474798537e+19-2.583507658795918e+18j)
0.036943744752308987,(7.212144751233566e+18+1.1107232879300235e+19j)
0.037503498460677305,(-1.5865784523319996e+19-1.696296337501823e+18j)
0.038063252169045624,(-1.3368212145404756e+19+9.848080028372705e+18j)
0.03862300587741394,(1.6702373293273709e+19+1.6806484934756213e+19j)
0.03918275958578226,(6.028551431384437e+18-1.8442978728954343e+19j)
0.03974251329415057,(-1.3311117845206753e+19+2.701623632953966e+19j)
0.04030226700251889,(-2.726371932441337e+19-4.5178558770167316e+18j)
0.04086202071088721,(-2.1949164532401848e+18+1.0441422491144872e+19j)
0.04142177441925553,(-2.719318832361949e+18+7.758602729288954e+18j)
0.041981528127623846,(-1.590418432689656e+19+6.35502757687889e+18j)
0.042541281835992165,(7.141746276379522e+18-1.0804149514497029e+20j)
0.04310103554436048,(2.030024538203709e+19-2.348044703321874e+19j)
0.0436607892527288,(-6.53300048020406e+18+4.0683018259800765e+18j)
0.04422054296109712,(-2.8646336120259903e+19-2.851306352470446e+18j)
0.04478029666946544,(-8.283897080966655e+18-1.484951718833908e+19j)
0.04534005037783376,(-2.3468683393801155e+18+1.3084699562071034e+19j)
0.045899804086202076,(-3.9871763141858386e+18-1.220223017055559e+19j)
0.046459557794570394,(-8.279782218201442e+18+1.6559109728174244e+18j)
0.047019311502938706,(2.466919053378384e+18+2.5099791317690315e+19j)
0.047579065211307024,(1.9471096042140103e+19-1.2791060226187596e+19j)
0.04813881891967534,(-2.7711081902496383e+19-1.6946702962575227e+18j)
0.04869857262804366,(-3.319551571809483e+18-2.8262675711131517e+19j)
0.04925832633641198,(-3.686988340108984e+17+2.3732421657432433e+18j)
0.0498180800447803,(6.804033937556777e+18-4.5463216866304364e+18j)
0.05037783375314862,(7.790643559024531e+18-1.4574879091576082e+19j)
0.050937587461516935,(9.632526550482343e+19-5.002680539569795e+19j)
0.051497341169885254,(1.3492245215623242e+19+1.209340688076693e+19j)
0.05205709487825357,(-1.9033804842687627e+19-2.133496012482514e+18j)
0.05261684858662189,(-1.5421321138384024e+19-2.2073357124306158e+19j)
0.05317660229499021,(5.738147333271394e+18-7.897773569776248e+18j)
0.05373635600335852,(-1.0000585074618288e+19+1.0587335944133149e+19j)
0.05429610971172684,(8.808477013427053e+18-3.321257701514205e+18j)
0.05485586342009516,(-6.704038483644024e+18+4.4671659385035177e+18j)
0.055415617128463476,(-1.4503145934792497e+19+1.9987708216379904e+19j)
0.055975370836831795,(2.999257749329865e+19+3.8812667094462853e+18j)
0.05653512454520011,(-7.954189025855416e+18-2.363094696015029e+19j)
0.05709487825356843,(2.774415824799387e+19-1.1538716286347598e+19j)
0.05765463196193675,(3.0024700383644303e+18+9.202066980415867e+18j)
0.05821438567030507,(1.7297459576788763e+19+1.1851366323225508e+19j)
0.05877413937867339,(2.387827576604023e+19+1.0101864804032143e+19j)
0.059333893087041706,(8.349870669629347e+19+5.006946708142287e+19j)
0.059893646795410024,(-2.289093717806303e+19+5.131508099177042e+18j)
0.06045340050377834,(-1.635923414387296e+19-2.431055926549666e+19j)
0.061013154212146654,(5.536284150504532e+18-2.1545576369189257e+19j)
0.06157290792051497,(2.2902516079476408e+18+5.183542265167698e+18j)
0.06213266162888329,(-1.7698952907138888e+19+4.0581977606193695e+18j)
0.06269241533725162,(2.0877872795117404e+18+1.0757284679233905e+19j)
0.06325216904561994,(-1.4033102317606859e+19+1.8467744058369004e+18j)
0.06381192275398825,(-2.066250361987937e+19+4.694632982805691e+18j)
0.06437167646235657,(2.3655560654969086e+19+3.070115052201528e+19j)
0.06493143017072488,(1.5545302911478678e+19-1.5158006324083874e+19j)
0.0654911838790932,(1.9913917102966997e+19+2.368751676906831e+19j)
0.06605093758746151,(-1.1740939561821565e+19+1.3411964834347217e+19j)
0.06661069129582983,(-3.90609068931938e+18+2.809512309545259e+19j)
0.06717044500419815,(-1.4676297530364984e+18+2.7841971851549057e+19j)
0.06773019871256647,(1.0210059350023703e+18+7.712462770481509e+19j)
0.06828995242093479,(-1.7356306732994957e+19-4.102311147732913e+19j)
0.0688497061293031,(1.1073660448428225e+19-3.355424205043921e+19j)
0.06940945983767143,(1.3395116648630587e+19-6.360952846438703e+18j)
0.06996921354603974,(-1.205091631463084e+19+2.82754427777605e+18j)
0.07052896725440806,(-2.0232446811778662e+19-1.058563426572479e+19j)
0.07108872096277638,(-1.391750206188839e+19+6.476395480607451e+18j)
0.0716484746711447,(-1.3557193716972757e+19-1.1160654423086416e+19j)
0.07220822837951302,(-1.408062192990242e+19-5.709548440870222e+18j)
0.07276798208788134,(-8.680690413105108e+18+4.560039658852817e+19j)
0.07332773579624965,(1.7163740040795558e+19+2.7386075508179886e+18j)
0.07388748950461797,(-1.5904323818056557e+19+2.5128650517500228e+19j)
0.07444724321298629,(-2.2611696908744466e+19-7.458028799820151e+18j)
0.07500699692135461,(-2.8345086015653642e+19+8.857572950663537e+18j)
0.07556675062972293,(-2.1609377133289484e+19+5.712194718736282e+18j)
0.07612650433809125,(-4.373005344468485e+19+2.7807460607246885e+19j)
0.07668625804645957,(4.219889781781265e+19-4.920508854114832e+19j)
0.07724601175482788,(3.3573469021120504e+19-1.1111785365907575e+19j)
0.0778057654631962,(4.665481770192134e+18+2.6243939196444457e+18j)
0.07836551917156452,(-1.3210569016987972e+19-1.5416182440167375e+19j)
0.07892527287993283,(-7.465003529213753e+18-2.521445166428437e+19j)
0.07948502658830114,(-1.4094474173224559e+19-1.078939203339215e+19j)
0.08004478029666946,(8.12643758463958e+17-1.6353858350355804e+19j)
0.08060453400503778,(-8.405785115155405e+18-5.54797834157804e+18j)
0.0811642877134061,(-4.456158798100921e+19+2.4356821956199182e+19j)
0.08172404142177442,(1.1219729107000412e+19+8.21917553711301e+18j)
0.08228379513014274,(-2.5257843167810154e+19-8.096541453995018e+18j)
0.08284354883851106,(-4.243781557393797e+17-2.8166705228541657e+19j)
0.08340330254687937,(-1.6491195412799582e+19-2.013876472019369e+19j)
0.08396305625524769,(-3.3560035074644204e+18-1.3543465232995586e+19j)
0.08452280996361601,(-2.3514956574633386e+19-1.1178593858465247e+19j)
0.08508256367198433,(7.757718762988757e+19+1.344533471257656e+19j)
0.08564231738035265,(2.317702001186474e+19+1.7019840700817887e+19j)
0.08620207108872097,(-2.353645988703994e+18-4.512558807106343e+18j)
0.08676182479708928,(7.009651821876967e+18-2.47907438511785e+19j)
0.0873215785054576,(1.4289850012556116e+19-2.2582339753002746e+19j)
0.08788133221382592,(1.113789730062248e+18-1.6185941442318617e+19j)
0.08844108592219424,(9.771732326506246e+18-4.76852120331091e+18j)
0.08900083963056256,(-1.0653769411035763e+19-6.730679391924861e+18j)
0.08956059333893088,(-4.590038934747315e+19-1.979269854564267e+19j)
0.0901203470472992,(1.3013705627703316e+19+1.5373477898241229e+19j)
0.09068010075566751,(3.699152324361774e+18-2.300793772162786e+19j)
0.09123985446403583,(3.0001231486508982e+19-1.0134412347813356e+19j)
0.09179960817240415,(1.1266650346404342e+19-1.6109567967155753e+19j)
0.09235936188077247,(1.349332008037108e+19+4.377262479490211e+18j)
0.09291911558914079,(-1.5287303068454543e+18-3.856263969812812e+18j)
0.09347886929750909,(3.2365891441429725e+19+7.723699844455086e+19j)
0.09403862300587741,(-1.1737010098977577e+18+1.6275803433020934e+19j)
0.09459837671424573,(6.801819710166353e+18-1.2827465236221526e+19j)
0.09515813042261405,(2.581005374410886e+19-8.928587898310394e+18j)
0.09571788413098237,(2.306367428888545e+19-3.0841410465694147e+18j)
0.09627763783935069,(8.687501347417113e+18-6.145375046650398e+18j)
0.096837391547719,(5.888613085168599e+17+4.4042568134079427e+18j)
0.09739714525608732,(-9.02502577019793e+18-1.6772763723721056e+19j)
0.09795689896445564,(-1.012913210527906e+19-4.198400462380782e+19j)
0.09851665267282396,(1.1596899715386573e+18+3.5624602816894607e+19j)
0.09907640638119228,(2.2249172075452097e+19+1.2527460715310484e+18j)
0.0996361600895606,(2.0632018460917285e+19+2.7012364897302524e+19j)
0.10019591379792891,(1.1479098413779954e+19+6.812775864527053e+18j)
0.10075566750629723,(-7.418356299692016e+18+2.188884446430562e+19j)
0.10131542121466555,(-1.1047892348230949e+19+4.205451259936483e+18j)
0.10187517492303387,(-4.396607749723621e+19+6.6153018711063855e+19j)
0.10243492863140219,(-1.5746730617450952e+18-2.2765927364922747e+18j)
0.10299468233977051,(2.096442645747953e+19-4.2413763360621307e+18j)
0.10355443604813883,(1.9645108107641504e+19+1.4507285666583218e+19j)
0.10411418975650714,(1.2071617097284905e+19+1.0812317639823532e+19j)
0.10467394346487546,(2.670901912393609e+18-1.2748854561064428e+18j)
0.10523369717324378,(-8.796847896524998e+18-5.56100267910253e+18j)
0.1057934508816121,(5.93478681429806e+18-2.2805936477390172e+19j)
0.10635320458998042,(2.0211060980261335e+19-2.329300131326117e+19j)
0.10691295829834874,(-4.01433263132895e+19+3.5892499270080967e+19j)
0.10747271200671704,(3.309410620739865e+18+2.194219444233606e+19j)
0.10803246571508536,(-1.8079628392756806e+19+2.8446379428245955e+19j)
0.10859221942345368,(-6.696428499410964e+18+6.864512385341339e+18j)
0.109151973131822,(-3.0620305243091907e+19-9.866966310644255e+17j)
0.10971172684019032,(-1.4832828970916887e+19-1.3441408368316385e+19j)
0.11027148054855863,(-6.725999115595309e+19+1.3381166411005153e+18j)
0.11083123425692695,(1.8078780008908132e+19+8.799271924626985e+17j)
0.11139098796529527,(1.927961863623623e+19+1.4891705575217564e+19j)
0.11195074167366359,(-1.3456718447247524e+18+1.7543896155730463e+19j)
0.11251049538203191,(8.844825957943071e+17+6.910405093651571e+18j)
0.11307024909040023,(2.037274104266897e+18-8.630267002681442e+18j)
0.11363000279876855,(2.5388510539108065e+18-1.904539452484651e+19j)
0.11418975650713686,(2.129494347593606e+19-1.1320330970198182e+19j)
0.11474951021550518,(1.4478024853977354e+19+2.536731846731482e+18j)
0.1153092639238735,(-6.865215542775383e+19-1.4694266123135136e+19j)
0.11586901763224182,(-1.6576348924360604e+19+9.135678820021285e+18j)
0.11642877134061014,(-2.876102819471652e+19-6.261587216828266e+18j)
0.11698852504897846,(-3.7740889150045676e+18-9.302780285238577e+18j)
0.11754827875734677,(-1.0834586548035131e+19-3.2280056962280215e+19j)
0.1181080324657151,(8.907382583879178e+18-2.0473210745300173e+19j)
0.11866778617408341,(-3.0753051788961554e+19-3.970848984511412e+19j)
0.11922753988245173,(1.678164115229585e+19+2.9209517295819874e+19j)
0.11978729359082005,(2.2023093275972895e+18+2.2837295244788003e+19j)
0.12034704729918837,(-8.261590725655113e+18+2.346782942095356e+18j)
0.12090680100755669,(4.1668312131292785e+18+1.0287317703000987e+18j)
0.121466554715925,(1.511633369455184e+19-9.504806055373373e+18j)
0.12202630842429331,(2.292643021963962e+19-1.0806691234622595e+19j)
0.12258606213266163,(1.889011600834305e+19+7.417959650493827e+18j)
0.12314581584102995,(-4.075050751531256e+18-8.167350633442724e+17j)
0.12370556954939826,(-3.0888133818029167e+19-7.48718028230014e+19j)
0.12426532325776658,(-7.936808918347391e+18-4.886992755545912e+18j)
0.1248250769661349,(-1.0452715145468385e+18-2.1230582568697307e+19j)
0.12538483067450323,(1.4146351905004335e+19-3.0802988289824686e+18j)
0.12594458438287154,(2.635869642580608e+19-2.0965729997741744e+19j)
0.12650433809123987,(2.1702711720844394e+19+5.155722545225543e+18j)
0.12706409179960818,(6.09479576988659e+18-3.157475862055166e+19j)
0.1276238455079765,(-1.8512034475301003e+19+4.104429644234832e+19j)
0.1281835992163448,(-1.0404176754674833e+19+1.4446438077484626e+19j)
0.12874335292471314,(3.3681171975015076e+18-3.9746984455323484e+18j)
0.12930310663308145,(8.561295682053681e+18+8.464402407348281e+18j)
0.12986286034144975,(2.3130313413749723e+19+7.362272091366767e+18j)
0.1304226140498181,(2.3665504315035025e+19+1.3716742364079995e+19j)
0.1309823677581864,(3.855565382664955e+18+1.2188395022265852e+19j)
0.13154212146655472,(2.6885692768026296e+18-1.899229915796266e+19j)
0.13210187517492303,(4.684598225445863e+19-6.912551963645754e+19j)
0.13266162888329136,(-3.1988121741296896e+18+7.311413716313577e+18j)
0.13322138259165967,(1.2949648080809302e+19+1.1596423465145247e+18j)
0.133781136300028,(6.982685094710315e+18+1.9822348610067743e+19j)
0.1343408900083963,(2.5998759770492903e+19+1.6939478263332684e+19j)
0.13490064371676463,(-3.150186326409053e+18+2.360410239194818e+19j)
0.13546039742513294,(1.264963972749412e+19-1.267375219806613e+19j)
0.13602015113350127,(-4.93514880632038e+19+1.1244453290466142e+19j)
0.13657990484186958,(-9.962440677897318e+18+5.73186814485113e+18j)
0.1371396585502379,(9.460703456713228e+18+7.774701673539668e+18j)
0.1376994122586062,(-2.0557225172572344e+18+1.6745362819303467e+19j)
0.13825916596697455,(1.0271875256577815e+19+2.490221643063024e+19j)
0.13881891967534285,(2.0381495977532928e+18+2.48668969716328e+19j)
0.13937867338371118,(-2.105499134455382e+18+2.2387492772377928e+18j)
0.1399384270920795,(2.7670116110564327e+19-1.3043817825332785e+19j)
0.14049818080044782,(7.65747511102396e+19+2.4430705911553014e+18j)
0.14105793450881612,(-3.0097685766668796e+19+7.491360261728852e+18j)
0.14161768821718446,(-8.881005618321824e+18+1.2608223911528841e+19j)
0.14217744192555276,(-2.170054789796414e+19+1.6173509108024787e+19j)
0.1427371956339211,(-7.193105313918915e+18+2.6420349453192794e+19j)
0.1432969493422894,(-2.723335929890286e+19+1.0772601368388741e+18j)
0.1438567030506577,(1.1780939680919675e+19-7.838968634101166e+18j)
0.14441645675902604,(-3.9125303245808026e+19-3.1574414350963544e+19j)
0.14497621046739434,(-8.832492629757661e+18+5.985631812653642e+18j)
0.14553596417576267,(-2.440460023749028e+18+1.6813018430551384e+19j)
0.14609571788413098,(-1.5837357586591551e+19+7.568706882881442e+18j)
0.1466554715924993,(-1.1298002320393484e+19+2.319557977366587e+19j)
0.1472152253008676,(-1.4916443967672754e+19+1.1526363898962805e+19j)
0.14777497900923595,(7.025617518898221e+18-2.1743143623635763e+18j)
0.14833473271760425,(3.1365518126990696e+19+1.7443211147605615e+19j)
0.14889448642597258,(2.908939288224824e+19+5.379345329672599e+19j)
0.1494542401343409,(-4.097659481399991e+19-3.972361642179241e+19j)
0.15001399384270922,(-2.071168548722604e+19-1.193644898114385e+19j)
0.15057374755107752,(-2.575221827291788e+19-1.516638026275056e+19j)
0.15113350125944586,(-2.270397213505841e+19+1.7716071520675308e+18j)
0.15169325496781416,(-9.186372178565662e+18-2.874013097193802e+19j)
0.1522530086761825,(1.8334519682836963e+19+4.861918999169126e+16j)
0.1528127623845508,(-7.030083325876122e+17-4.507205799500629e+19j)
0.15337251609291913,(-1.584452082804441e+19+4.598025998134093e+18j)
0.15393226980128744,(-1.5003032266054308e+19+8.463656419207448e+18j)
0.15449202350965577,(-1.1348323408455287e+19-9.068636171342184e+18j)
0.15505177721802407,(-2.073057721623013e+19+7.135819001736444e+18j)
0.1556115309263924,(-9.461622650610698e+18-5.028315742839989e+18j)
0.1561712846347607,(1.34284261564963e+19+9.602506082093793e+18j)
0.15673103834312904,(4.63614614029927e+18+3.4251215080569856e+19j)
0.15729079205149735,(-2.4031530561742217e+19+3.2127222774049903e+19j)
0.15785054575986565,(1.7573712226965088e+19-7.981433880024973e+19j)
0.15841029946823398,(5.295537791221387e+18-2.765930694320939e+19j)
0.1589700531766023,(2.2968912165123113e+18-2.72804596567079e+19j)
0.15952980688497062,(-7.804272217983908e+18-1.4384795692929208e+19j)
0.16008956059333893,(2.5149920057497297e+19-1.7961245365152301e+19j)
0.16064931430170726,(1.235592018500734e+19+1.871477628712191e+19j)
0.16120906801007556,(2.7059819235559924e+19-2.529356606096507e+19j)
0.1617688217184439,(-2.0686113907635167e+19-7.865707496664218e+18j)
0.1623285754268122,(-1.2554366919204264e+19-3.4683633327189934e+18j)
0.16288832913518053,(4.990704612166169e+18-8.913870414985574e+18j)
0.16344808284354884,(-1.6223915639848616e+19-5.957422485498763e+18j)
0.16400783655191717,(4.4720923734187336e+18-3.2466754744873416e+18j)
0.16456759026028547,(1.8386231497454715e+18+2.333822985527577e+19j)
0.1651273439686538,(-1.9173533343937606e+19+1.9746815755946463e+19j)
0.1656870976770221,(-1.678267683800637e+19-1.1317615275982125e+19j)
0.16624685138539044,(9.478965326609865e+19-3.3166556126838465e+19j)
0.16680660509375875,(2.4277055210744283e+19-3.4695811514548777e+18j)
0.16736635880212708,(1.7465102815446639e+19-6.917213684418372e+18j)
0.16792611251049538,(3.6247865361734943e+18-6.961457409893772e+18j)
0.16848586621886372,(2.365254836115351e+19+1.8006590254586593e+19j)
0.16904561992723202,(-1.3546912659412615e+19+2.1620225369172976e+19j)
0.16960537363560035,(2.8654216487787258e+19+5.549311845030738e+17j)
0.17016512734396866,(-1.1580898745302006e+19-2.2184818141422076e+19j)
0.170724881052337,(-6.049142223193473e+18-3.7341111759801836e+18j)
0.1712846347607053,(7.485037598193707e+18+6.394241244885848e+18j)
0.17184438846907363,(-8.517076564898834e+18-1.12729769152394e+19j)
0.17240414217744193,(4.0302900644454287e+18+1.0502524589403714e+19j)
0.17296389588581024,(-1.938619466937067e+19+1.9531774892446073e+19j)
0.17352364959417857,(-1.6839030260570984e+19-8.41011000491337e+17j)
0.17408340330254687,(1.9102788262745952e+19-6.679579583708911e+18j)
0.1746431570109152,(8.486483535070182e+19+6.910969047356992e+19j)
0.1752029107192835,(1.168063026118402e+18+1.4521331054529718e+19j)
0.17576266442765184,(3.168067680851244e+18+4.155415588282391e+18j)
0.17632241813602015,(-1.8160873633437102e+18-3.003509529448354e+18j)
0.17688217184438848,(-1.0390962271966548e+19+2.6221948479179526e+19j)
0.17744192555275679,(-2.7860178034820137e+19-4.956683618774937e+18j)
0.17800167926112512,(1.6793090897106762e+19+1.4605895900006377e+19j)
0.17856143296949342,(5.929899272182806e+18-2.4318931158660534e+19j)
0.17912118667786175,(-9.655176830120923e+18-2.1432052086907802e+18j)
0.17968094038623006,(-7.318125005763174e+18+1.1502788209946399e+19j)
0.1802406940945984,(-5.874588726425487e+17-1.3231891191031177e+19j)
0.1808004478029667,(-1.187204392854188e+19+1.39294261843978e+19j)
0.18136020151133503,(-2.8761915157390705e+19-2.1513013270224773e+18j)
0.18191995521970333,(-4.715167964012927e+18-3.074671647919234e+18j)
0.18247970892807167,(1.5075881590924771e+19+2.994813900056272e+19j)
0.18303946263643997,(-1.4967021690546582e+19+1.0573671129369813e+20j)
0.1835992163448083,(-1.4860565230246416e+19-1.465618261004261e+19j)
0.1841589700531766,(-7.908613900610857e+17-1.1441045173449134e+19j)
0.18471872376154494,(-3.776964997667062e+17-1.236713062655977e+19j)
0.18527847746991324,(-2.7483169459615875e+19-2.391939820504525e+18j)
0.18583823117828158,(-6.856019139822961e+18-2.9660936535849927e+19j)
0.18639798488664988,(3.31804087973674e+18+1.8700513451641487e+19j)
0.18695773859501819,(1.8416536703476179e+19-1.4253812579543648e+19j)
0.18751749230338652,(-1.296114832814161e+19-1.2813229241559933e+19j)
0.18807724601175482,(-1.6143396942901625e+19-1.5989831556735078e+18j)
0.18863699972012316,(9.060915536293713e+18-9.655537836965704e+18j)
0.18919675342849146,(-2.3530786396165095e+19-1.6035501456431677e+18j)
0.1897565071368598,(-1.583410567450798e+19-2.2722793815675396e+19j)
0.1903162608452281,(-4.9980716205823e+18+3.7260425068193055e+18j)
0.19087601455359643,(-2.532721072366264e+19+3.317854822216514e+19j)
0.19143576826196473,(-8.598868525961912e+19+3.4726058163543507e+19j)
0.19199552197033307,(2.7735416032722735e+19-3.758154237388874e+19j)
0.19255527567870137,(2.32246749859638e+19-1.2858790111749988e+19j)
0.1931150293870697,(1.4930317170163319e+19-1.1338986974342162e+19j)
0.193674783095438,(-7.89607851882188e+18-2.6241758630107595e+19j)
0.19423453680380634,(2.426028434520932e+19-1.9000989374359216e+19j)
0.19479429051217464,(-1.0347625781887826e+19+1.5037689207183632e+19j)
0.19535404422054298,(2.148711424353752e+19-7.892817694021202e+17j)
0.19591379792891128,(3.8470404497931904e+17-2.4565452476059673e+19j)
0.19647355163727961,(-7.771140951152498e+18-1.3087009355890823e+19j)
0.19703330534564792,(1.2916541336129266e+19+2.585677420596142e+18j)
0.19759305905401625,(-1.5200180792458232e+19-2.192896184266563e+19j)
0.19815281276238456,(8.10881747364974e+18-2.316762416759857e+19j)
0.1987125664707529,(-1.280841923129516e+19+8.614973291100744e+17j)
0.1992723201791212,(-4.127449964299971e+19-4.673750994599623e+18j)
0.19983207388748953,(-5.324433768948523e+19-4.536702797393433e+19j)
0.20039182759585783,(7.380282174008225e+19+1.5140991078602215e+19j)
0.20095158130422613,(3.0713310731908637e+19+1.994633278612727e+19j)
0.20151133501259447,(1.8984397707098137e+19+6.234303708387951e+18j)
0.20207108872096277,(1.828710746999871e+19-1.881609798586566e+19j)
0.2026308424293311,(2.570467227374379e+19+1.255652541300062e+19j)
0.2031905961376994,(-1.893088887699967e+19+9.356955887517655e+17j)
0.20375034984606774,(1.716439579916269e+19+1.1540955309747868e+19j)
0.20431010355443605,(2.0474540606669406e+19-1.7126420727014971e+19j)
0.20486985726280438,(1.9019383378364175e+18-1.0585190668729266e+19j)
0.20542961097117268,(2.8365742540486554e+18+1.3422426098967304e+19j)
0.20598936467954101,(7.879016829674146e+18-2.6520285789562393e+19j)
0.20654911838790932,(1.9897502004709904e+19-3.4164333441488364e+18j)
0.20710887209627765,(-1.2864102795181658e+19-9.698141853633987e+18j)
0.20766862580464596,(-1.5208034650321134e+19-2.987312259385956e+19j)
0.2082283795130143,(1.4788626990300183e+19-4.089752617612665e+19j)
0.2087881332213826,(2.9618610544811418e+19+9.551427228559222e+19j)
0.20934788692975093,(-4.3208398069137213e+18+3.838760782062224e+19j)
0.20990764063811923,(4.991652976543311e+18+1.4215025013398063e+19j)
0.21046739434648756,(2.330936682698771e+19+2.795062547542057e+18j)
0.21102714805485587,(-7.604659731562435e+17+2.404450253334088e+19j)
0.2115869017632242,(-1.1962726670772118e+19-1.688869688996454e+19j)
0.2121466554715925,(5.303430867585653e+18+1.9588233274533e+19j)
0.21270640917996084,(2.3750584434587533e+19+3.8068296905535724e+18j)
0.21326616288832914,(1.3973744398796739e+18-7.063417552870617e+18j)
0.21382591659669747,(-1.2738795376377934e+19+8.977476448495991e+18j)
0.21438567030506578,(2.505303395646487e+19-9.636917242079394e+18j)
0.21494542401343408,(7.335832471538668e+18+1.4746194879227335e+19j)
0.21550517772180242,(-4.676543136150725e+18-1.6490113032352809e+19j)
0.21606493143017072,(8.867777584696643e+18-1.8227576396628513e+19j)
0.21662468513853905,(2.0827701557217817e+19+9.652798869892508e+18j)
0.21718443884690736,(-7.83001601612463e+19+8.531318007167086e+19j)
0.2177441925552757,(-3.086507660555816e+19+7.581802716992809e+18j)
0.218303946263644,(-5.955159245491666e+17+5.334043263803372e+18j)
0.21886369997201233,(1.2837415248762434e+19+1.5401550117914847e+19j)
0.21942345368038063,(-1.8031964624376056e+19+5.221040655979887e+18j)
0.21998320738874896,(8.937545037730528e+18-2.138823026864203e+19j)
